,titulo,precio,nRecamaras,m2_construidos,ubicacion,link,imagen,lat,lng
2007,CASA EN VENTA EN LA TOSCANA NUEVA DE 8950000,"$ 8,950,000",3,454,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-toscana-nueva-de-8950000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/12b586901050b9.jpg,25.563496,-100.2447802
2008,Casa en Venta en La Toscana Carretera Nacional,"$ 14,500,000",3,525,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-toscana-carretera-nacional-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c97814d3c4e2c4.jpg,25.563496,-100.2447802
2009,"CASA EN VENTA EN LA TOSCANA, ZONA SUR CARRETERA NACIONAL","$ 10,200,000",3,484,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-toscana-zona-sur-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1d8f5c018fd5cb.jpg,25.563496,-100.2447802
2010,"Casa En Venta En La Toscana, Monterrey, Nuevo Leon","$ 25,000,000",3,810,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-toscana-monterrey-nuevo-leon-7.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4093e5c65dfd90.jpg,25.563496,-100.2447802
2011,La Toscana Residencial- CARRETERA NACIONAL -Casa en Venta Zona Sur de Monterrey,"$ 12,000,000",3,400,"La Toscana, Monterrey",https://www.lamudi.com.mx/la-toscana-residencial-carretera-nacional-casa-en-venta-zona-sur-de-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ba148f941caad0.jpg,25.563496,-100.2447802
2012,VENTA CASA TOSCANA CARRETERA NACIONAL MONTERREY,"$ 10,200,000",3,484,"La Toscana, Monterrey",https://www.lamudi.com.mx/venta-casa-toscana-carretera-nacional-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3456a75a8b2686.jpg,25.563496,-100.2447802
2013,"Casa En Venta En La Toscana, Monterrey, Nuevo Leon","$ 10,200,000",3,484,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-toscana-monterrey-nuevo-leon-8.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0092b10f1fccbe.jpg,25.563496,-100.2447802
2014,"CASA CARRETERA NACIONAL FRACC LA TOSCANA $10'200,000","$ 10,200,000",3,484,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-carretera-nacional-fracc-la-toscana-10200-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b234c8581f4de5.jpg,25.563496,-100.2447802
2015,"CASA EN VENTA LA TOSCANA CARR NACIONAL MONTERREY NL $8,360,000","$ 8,360,000",4,439,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-la-toscana-carr-nacional-monterrey-nl-8-360-000-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2934324e73e3f6.jpg,25.563496,-100.2447802
2016,Casa en Venta Fraccionamiento La Toscana -  Zona Carretera Nacional(VAV),"$ 10,600,000",3,420,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-fraccionamiento-la-toscana-zona-carretera-nacional-vav.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/be09cc3cf309fa.jpg,25.563496,-100.2447802
2017,CASA EN VENTA EN LA TOSCANA,"$ 14,500,000",3,525,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-toscana-34.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c0418595b0c427.jpg,25.563496,-100.2447802
2018,CASA EN VENTA CARRETERA NACIONAL POR LA TOSCANA,"$ 10,500,000",3,450,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-carretera-nacional-por-la-toscana.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/56eeacad1e0e6b.jpg,25.563496,-100.2447802
2019,"CASA EN VENTA LA TOSCANA CARRETERA NACIONAL MONTERREY N L $9,000,000","$ 9,000,000",3,328,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-la-toscana-carretera-nacional-monterrey-n-l-9-000-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c6199d065e67a3.jpg,25.563496,-100.2447802
2020,"Casa en Venta, Monterrey, Nuevo Leon","$ 13,390,000",3,502,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-296.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8787ec6a83cf8d.jpg,25.563496,-100.2447802
2021,"CASA PREVENTA LA TOSCANA CARRETERA NACIONAL MONTERREY NL $11,350,000","$ 11,350,000",4,456,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-preventa-la-toscana-carretera-nacional-monterrey-nl-11-350-000-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4689971df0af3a.jpg,25.563496,-100.2447802
2022,"Casa Uso Comercial En Venta En Industrial, Monterrey, Nuevo Leon","$ 1,700,000",5,295,"Industrial, Monterrey",https://www.lamudi.com.mx/casa-uso-comercial-en-venta-en-industrial-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0117c4991179e3.jpg,25.6889409,-100.3245306
2023,"Casa Uso Comercial En Venta En Industrial, Monterrey, Nuevo Leon","$ 4,800,000",5,472,"Industrial, Monterrey",https://www.lamudi.com.mx/casa-uso-comercial-en-venta-en-industrial-monterrey-nuevo-leon-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3141bc03440686.jpg,25.6889409,-100.3245306
2024,Casa en Venta en Colonia Industrial Centro Monterrey,"$ 2,100,000",2,137,"Industrial, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-colonia-industrial-centro-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4098549128b03f.jpg,25.6889409,-100.3245306
2025,Casas en Venta en Industrial,"$ 1,000,000",1,94,"Industrial, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-industrial-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f6ce2c761cd181.jpg,25.6889409,-100.3245306
2026,Casa para remodelar o derrumbar,"$ 1,300,000",2,208,"Industrial, Monterrey",https://www.lamudi.com.mx/casa-para-remodelar-o-derrumbar-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ab2a5f7ca5b079.jpg,25.6889409,-100.3245306
2027,"Oficina en Venta en Centro de Monterrey, Colonia Industrial","$ 1,350,000",4,127,"Industrial, Monterrey",https://www.lamudi.com.mx/oficina-en-venta-en-centro-de-monterrey-colonia-industrial-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5e17c72bd41cf2.jpg,25.6889409,-100.3245306
2028,Casas en Venta en Industrial,"$ 1,600,000",6,295,"Industrial, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-industrial-609922-21.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/029058b2aac260.jpg,25.6889409,-100.3245306
2029,Casa en Venta Monterrey Centro Col. Industrial (30-CV-1351 SIL),"$ 1,170,000",4,117,"Industrial, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-centro-col-industrial-30-cv-1351-sil.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/22a2dd380f2743.jpg,25.6889409,-100.3245306
2030,"Casa En Venta En Colonial De San Jeronimo, Monterrey, Nuevo Leon","$ 8,500,000",3,376,"Colonial de San Jeronimo, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-colonial-de-san-jeronimo-monterrey-nuevo-leon-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1edddf209a931c.jpg,25.6765687,-100.3549071
2031,Casa en Venta en Santa Isabel Carretera Nacional,"$ 9,000,000",3,566,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-santa-isabel-carretera-nacional-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b7675233d75b1a.jpg,25.5293353,-100.2025924
2032,"Casa Venta,Antigua Hacienda Santa Anita, Estricta Seguridad,Monterrey,Nuevo Leon","$ 12,550,000",3,530,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-venta-antigua-hacienda-santa-anita-estricta-seguridad-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6ceb9ca6306f8c.jpg,25.5293353,-100.2025924
2033,Casa en Venta en Santa Isabel Carretera Nacional,"$ 8,200,000",3,425,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-santa-isabel-carretera-nacional-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/396ff25fc20756.jpg,25.5293353,-100.2025924
2034,"Casa en venta en Carretera Nacional, Monterrey, Nuevo Leon","$ 12,550,000",3,530,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-carretera-nacional-monterrey-nuevo-leon-11.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1605c817313624.jpg,25.5293353,-100.2025924
2035,"CASA NUEVA CONTEMPORANEA  FRACCIONAMIENTO SANTA ISABEL, ZONA CARRETERA NACIONAL","$ 8,700,000",4,336,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-nueva-contemporanea-fraccionamiento-santa-isabel-zona-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/67ff562f319ee2.jpg,25.5293353,-100.2025924
2036,Casa en venta en Santa Isabel MTY Carretera Nacional 4 Recamaras Frente a parque,"$ 7,570,000",4,393,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-santa-isabel-mty-carretera-nacional-4-recamaras-frente-a-parque.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/135a6d209f4dcc.jpg,25.5293353,-100.2025924
2037,Venta Casa en Santa Isabel,"$ 10,900,000",4,520,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/venta-casa-en-santa-isabel.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a32f22d293d5f2.jpg,25.5293353,-100.2025924
2038,Casa de Lujo en Venta en Antigua Hacienda Santa Anita,"$ 12,550,000",3,530,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-de-lujo-en-venta-en-antigua-hacienda-santa-anita.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a9075094231435.jpg,25.5293353,-100.2025924
2039,"CASA EN VENTA EN ANTIGUA HACIENDA SANTA ANITA, MONTERREY,N.L.","$ 7,900,000",3,475,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-antigua-hacienda-santa-anita-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/85c48049f0cad2.jpg,25.5293353,-100.2025924
2040,"Casa en Venta en Carretera Nacional Privada Santa Anita, 4 Recamaras, Alberca","$ 15,200,000",4,463,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-carretera-nacional-privada-santa-anita-4-recamaras-alberca.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bac650455793e1.jpg,25.5293353,-100.2025924
2041,"Casa en venta en Monterrey Carretera Nacional, en CALLE PRIVADA SIN VECINO ATRAS","$ 7,570,000",4,347,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-monterrey-carretera-nacional-en-calle-privada-sin-vecino-atras.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6102e19dd058d7.jpg,25.5293353,-100.2025924
2042,CASA EN VENTA PROYECTO SANTA ANITA CARRETERA NACIONAL.,"$ 12,550,000",3,530,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-en-venta-proyecto-santa-anita-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/53f8ca6db55d0e.jpg,25.5293353,-100.2025924
2043,Casa Inteligente en Venta en Santa Isabel Carretera Nacional,"$ 8,200,000",3,393,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-inteligente-en-venta-en-santa-isabel-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1395f374229adb.jpg,25.5293353,-100.2025924
2044,CASA EN VENTA EN ANTIGUA SANTA ANITA CARRETERA NACIONAL,"$ 7,900,000",4,475,"Antigua Hacienda Santa Anita, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-antigua-santa-anita-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eda0bb198eab94.jpg,25.5293353,-100.2025924
2045,"Casa en Venta Residencial Bosquencinos, Estricta Seguridad,Monterrey,Nuevo Leon","$ 9,950,000",3,406,"Residencial Bosquencinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-residencial-bosquencinos-estricta-seguridad-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/dd2b4a50e73b16.jpg,25.5919538,-100.2789423
2046,CASA EN VENTA BOSQUENCINOS ZONA CARRETERA NACIONAL,"$ 8,100,000",3,380,"Residencial Bosquencinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-bosquencinos-zona-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3c7c6771f463ed.jpg,25.5919538,-100.2789423
2047,"Casa en Venta, Monterrey, Nuevo Leon","$ 7,650,000",3,300,"Residencial Bosquencinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-82.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6092823bb68461.jpg,25.5919538,-100.2789423
2048,CASA EN VENTA BOSQUENCINOS ZONA SUR MONTERREY,"$ 8,100,000",3,380,"Residencial Bosquencinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-bosquencinos-zona-sur-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/227b12b517adb5.jpg,25.5919538,-100.2789423
2049,CASA EN VENTA EN BOSQUENCINOS ZONA CARRETERA NACIONAL,"$ 11,790,000",4,515,"Residencial Bosquencinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-bosquencinos-zona-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4b210935808f36.jpg,25.5919538,-100.2789423
2050,"Casa en Venta, Monterrey, Nuevo Leon","$ 9,500,000",3,400,"Residencial Bosquencinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-366.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d2c5db7108ed18.jpg,25.5919538,-100.2789423
2051,"SECUNDARIA: Casa en Venta Residencial Bosquencinos, Monterrey, N.L.","$ 11,790,000",4,518,"Residencial Bosquencinos, Monterrey",https://www.lamudi.com.mx/secundaria-casa-en-venta-residencial-bosquencinos-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5dbc235452941f.jpg,25.5919538,-100.2789423
2052,"Casa en Venta, Monterrey, Nuevo Leon","$ 8,500,000",3,440,"Residencial Bosquencinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-640.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/92ee0f3369d196.jpg,25.5919538,-100.2789423
2053,"Casa En Venta En Las Torres, Monterrey, Nuevo Leon","$ 6,500,000",4,386,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-las-torres-monterrey-nuevo-leon-11.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ee772bb40cfe73.jpg,25.6172147,-100.2838507
2054,"Casa En Venta En Las Torres, Monterrey, Nuevo Leon","$ 6,975,000",4,334,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-las-torres-monterrey-nuevo-leon-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4284611a972c2e.jpg,25.6172147,-100.2838507
2055,Casa en Venta en Col. las Torres para Estrenar,"$ 6,975,000",4,334,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-col-las-torres-para-estrenar.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d2573454f0c913.jpg,25.6172147,-100.2838507
2056,"Casa Venta Las Torres, zona Contry, Sur.","$ 6,975,000",4,334,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-venta-las-torres-zona-contry-sur.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/042425bcc7e505.jpg,25.6172147,-100.2838507
2057,CASA EN VENTA VALLE ORIENTE,"$ 2,950,000",7,228,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-valle-oriente-19.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d397c26da905bb.jpg,25.6172147,-100.2838507
2058,"Casa En Venta En Las Torres, Monterrey, Nuevo Leon","$ 13,000,000",4,435,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-las-torres-monterrey-nuevo-leon-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/569c853091e3d6.jpg,25.6172147,-100.2838507
2059,CASA EN VENTA EN FRACCIONAMIENTO LAS TORRES,"$ 6,800,000",3,340,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-fraccionamiento-las-torres-11.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/02eaaa4d0564bd.jpg,25.6172147,-100.2838507
2060,CASA EN VENTA EN FRACCIONAMIENTO LAS TORRES,"$ 13,800,000",5,441,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-fraccionamiento-las-torres-12.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/18fe0f654a31de.jpg,25.6172147,-100.2838507
2061,CASA EN VENTA COLONIA LAS TORRES EXCELENTE UBICACION AL SUR DE LA CIUDAD ZONA DE ALTA...,"$ 6,750,000",4,396,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colonia-las-torres-excelente-ubicacion-al-sur-de-la-ciudad-zona-de-alta-plusvalia.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9ac7468ef70070.jpg,25.6172147,-100.2838507
2062,"Casa en Venta en Las Torres, Monterrey. -7818","$ 8,100,000",3,420,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-las-torres-monterrey-7818.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cadc96ccd9f0c1.jpg,25.6172147,-100.2838507
2063,"Casa para Remodelar en Venta en Las Torres, Monterrey (30-CV-926 SIL)","$ 5,500,000",6,360,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-para-remodelar-en-venta-en-las-torres-monterrey-30-cv-926-sil.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d974a85bf8b778.jpg,25.6172147,-100.2838507
2064,Casas en Venta en Las Torres,"$ 12,500,000",3,726,"Las Torres, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-las-torres-10.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c56a91fd72c78c.jpg,25.6172147,-100.2838507
2065,Casas en Venta en Las Torres,"$ 12,000,000",4,447,"Las Torres, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-las-torres-9.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/db0fd7b83b2fd7.jpg,25.6172147,-100.2838507
2066,Casa en Venta Col.  Las Torres Monterrey  -  (MHG),"$ 8,750,000",4,430,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-col-las-torres-monterrey-mhg.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/06008e34503469.jpg,25.6172147,-100.2838507
2067,Casa - Las Torres,"$ 8,000,000",3,321,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-las-torres-7.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/76a671fe93faff.jpg,25.6172147,-100.2838507
2068,"PREVENTA DE CASA LAS TORRES POR DEL PASEO, MONTERREY SUR","$ 7,290,000",4,334,"Las Torres, Monterrey",https://www.lamudi.com.mx/preventa-de-casa-las-torres-por-del-paseo-monterrey-sur.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ba1ea11c7250e0.jpg,25.6172147,-100.2838507
2069,CASA EN VENTA EN LAS TORRES,"$ 9,000,000",5,422,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-las-torres-28.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0c518122caf077.jpg,25.6172147,-100.2838507
2070,CASA (DEPARTAMENTOS DUPLEX ),"$ 4,200,000",4,230,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-departamentos-duplex.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/aa78bac96e4eeb.jpg,25.6172147,-100.2838507
2071,"CASA HABITACION DE 1 PISO EN ZONA SUR ,LAS TORRES","$ 8,750,000",5,386,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-habitacion-de-1-piso-en-zona-sur-las-torres.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/567406d3786687.jpg,25.6172147,-100.2838507
2072,CASA EN VENTA EN LOMAS DE SATELITE,"$ 4,980,000",3,270,"Lomas de Satelite, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lomas-de-satelite-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f1a7502925ca05.jpg,25.6013008,-100.2735084
2073,"Casa En Venta En Lomas De Satelite, Monterrey, Nuevo Leon","$ 4,980,000",3,270,"Lomas de Satelite, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lomas-de-satelite-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b36c5592c9835c.jpg,25.6013008,-100.2735084
2074,CASA EN VENTA LOMAS DE SATELITE,"$ 5,190,000",3,270,"Lomas de Satelite, Monterrey",https://www.lamudi.com.mx/casa-en-venta-lomas-de-satelite.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d23f515d8cd374.jpg,25.6013008,-100.2735084
2075,Col. Lomas de Satelite - Residencia en Venta Zona Sur de Monterrey N.L.,"$ 7,591,000",3,300,"Lomas de Satelite, Monterrey",https://www.lamudi.com.mx/col-lomas-de-satelite-residencia-en-venta-zona-sur-de-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/90b442e61fb4db.jpg,25.6013008,-100.2735084
2076,Col. Lomas de Satelite - CASA EN VENTA ZONA SUR DE MONTERREY N.L.,"$ 4,980,000",3,270,"Lomas de Satelite, Monterrey",https://www.lamudi.com.mx/col-lomas-de-satelite-casa-en-venta-zona-sur-de-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c3ed1ebb024eb5.jpg,25.6013008,-100.2735084
2077,Casa colonia Obrera a una cuadra de Cintermex y 3 del Pabellon Ciudadano,"$ 2,200,000",3,192,"Obrera, Monterrey",https://www.lamudi.com.mx/casa-colonia-obrera-a-una-cuadra-de-cintermex-y-3-del-pabellon-ciudadano.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/06d1a73dd62227.jpg,25.6786499,-100.2943696
2078,"PRO3579 Casas en Venta, Obrera en Monterrey","$ 5,500,000",5,128,"Obrera, Monterrey",https://www.lamudi.com.mx/pro3579-casas-en-venta-obrera-en-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2bdd5cf9524ed2.jpg,25.6786499,-100.2943696
2079,Casas en Venta en Obrera,"$ 2,500,000",4,189,"Obrera, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-obrera-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/391df80ce577dd.jpg,25.6786499,-100.2943696
2080,"CASA EN VENTA, COLONIA OBRERA CERCA DE PARQUE FUNDIDORA","$ 4,750,000",10,511,"Obrera, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colonia-obrera-cerca-de-parque-fundidora.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/07d7cf5ce9c2d3.jpg,25.6786499,-100.2943696
2081,MAGNIFICA CASA CON EXCELENTE COMODIDAD EN MADERO POR CINTERMEX,"$ 2,200,000",5,207,"Obrera, Monterrey",https://www.lamudi.com.mx/magnifica-casa-con-excelente-comodidad-en-madero-por-cintermex.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/50269a5727c2ac.jpg,25.6786499,-100.2943696
2082,"Casa en Venta, Estricta seguridad,Bonitas Vistas, Vistalta Monterrey,Nuevo Leon","$ 7,000,000",3,326,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-estricta-seguridad-bonitas-vistas-vistalta-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a9f2613407a122.jpg,25.6044681,-100.251951
2083,"Venta Casa Vistalta,Estricta Seguridad,Nueva,amplia,Monterrey,Nuevo Leon","$ 6,000,000",3,326,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/venta-casa-vistalta-estricta-seguridad-nueva-amplia-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/99521ac4dd8587.jpg,25.6044681,-100.251951
2084,CASA EN VENTA EN RESIDENCIAL VISTALTA ZONA SUR MONTERREY,"$ 7,200,000",4,365,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-vistalta-zona-sur-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/599c7e667c53a8.jpg,25.6044681,-100.251951
2085,"Casa En Venta En Residencial Vistalta, Monterrey, Nuevo Leon","$ 6,350,000",3,297,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-vistalta-monterrey-nuevo-leon-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c8f4ae95a89ff1.jpg,25.6044681,-100.251951
